text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
– Great drinks /AS/ corn beef hash /AS/ coffee /AS/ B Fast burritos /AS/ Gluten Free menu .,"( drinks , Great , positive ) ; ( corn beef hash , Great , positive ) ; ( coffee , Great , positive ) ; ( B Fast burritos , Great , positive ) ; ( menu , Great , positive )","( drinks quality , positive ) ; ( food quality , positive ) ; ( food style_options , positive )","( drinks, Great, positive ) ; ( corn beef hash, Great, positive ) ; ( coffee, Fast, positive ) ; ( burritos, Fast, positive ) ; ( gluten Free menu, Gluten Free, positive )","( drinks, Great, positive ) ; ( corn beef hash, fast, positive ) ; ( burritos, fast, positive ) ; ( menu, Gluten Free, positive )","( drinks quality, positive ) ; ( food style_options, positive )","( drinks quality, positive ) ; ( food style_options, positive )"
The lunch menu is an awesome deal !,"( lunch menu , awesome , positive )","( food prices , positive )","( lunch menu, awesome deal, positive )","( lunch menu, awesome deal, positive )","( food prices, positive )","( food style_options, positive ) ; ( food prices, positive )"
Took forever to get our order taken /AS/ water refills were too much to ask for and the only time she was fast was when we asked for our bill when we could get her attention .,"( NULL , forever , negative )","( service general , negative )","( NULL, fast, negative ) ; ( water refills, too much, negative )","( NULL, fast, negative )","( service general, negative )","( service general, negative )"
The waiter was a bit unfriendly and the feel of the restaurant was crowded .,"( waiter , unfriendly , negative ) ; ( feel , crowded , negative )","( service general , negative ) ; ( ambience general , negative )","( waiter, unfriendly, negative ) ; ( feel, crowded, negative )","( waiter, unfriendly, negative ) ; ( feel of the restaurant, crowded, negative )","( service general, negative ) ; ( ambience general, negative )","( service general, negative )"
– I recently had the pleasure of dining as this delightful restaurant on 2nd street and wow what a great evening we had .,"( restaurant , delightful , positive )","( restaurant general , positive )","( restaurant, delightful, positive ) ; ( restaurant, great, positive )","( restaurant, delightful, positive ) ; ( NULL, great, positive )","( restaurant general, positive )","( restaurant general, positive )"
The specialty here is decadent pancakes /AS/ but I ' ve been back now four times /AS/ and I ' ve been wowed every time .,"( pancakes , decadent , positive )","( food quality , positive )","( pancakes, decadent, positive ) ; ( NULL, wowed, positive )","( pancakes, decadent, positive ) ; ( NULL, wowed, positive )","( food quality, positive )","( food quality, positive )"
– Pretty cheap for sit down Mexican AND downtown .,"( NULL , cheap , positive ) ; ( NULL , downtown , positive )","( restaurant prices , positive ) ; ( location general , positive )","( NULL, cheap, positive )","( NULL, cheap, positive )","( restaurant prices, positive )","( restaurant prices, positive )"
The appetizer of oysters /AS/ lobster /AS/ crab /OB/ small size /CB/ made a perfect entre for my wife .,"( appetizer of oysters /AS/ lobster /AS/ crab /OB/ small size /CB/ , perfect , positive )","( food quality , positive )","( appetizer of oysters, perfect, positive ) ; ( lobster, perfect, positive ) ; ( crab, small size, positive ) ; ( oysters, perfect, positive )","( oysters, perfect, positive ) ; ( lobster, small size, positive ) ; ( crab, perfect, positive )","( food quality, positive )","( food style_options, positive ) ; ( food quality, positive )"
I just found out that you can have the place to yourself on nights and weekends for a private party - ca n ' t wait to celebrate my next birthday there .,"( place , ca n ' t wait to celebrate , positive )","( restaurant miscellaneous , positive )","( place, private, positive )","( private party, have the place to yourself, positive )","( ambience general, positive )","( restaurant miscellaneous, positive )"
– As with most restaurants in Seattle /AS/ Mioposto ' s service was bad and the food was overpriced .,"( service , bad , negative ) ; ( food , overpriced , negative )","( service general , negative ) ; ( food prices , negative )","( service, bad, negative ) ; ( food, overpriced, negative )","( service, bad, negative ) ; ( food, overpriced, negative )","( service general, negative ) ; ( food prices, negative )","( service general, negative ) ; ( food prices, negative )"
You can easily hear him though so it was a pleasant sound and not overbearing .,"( NULL , pleasant , positive ) ; ( NULL , overbearing , positive )","( ambience general , positive )","( NULL, pleasant, positive )","( NULL, pleasant, positive ) ; ( NULL, not overbearing, positive )","( ambience general, neutral )","( ambience general, neutral )"
Just go there and see for yourself .,"( NULL , Just go , positive )","( restaurant general , positive )","( NULL, go there, positive )","( NULL, see for yourself, positive )","( restaurant general, positive )","( restaurant general, positive )"
It ' s a great little place with tons of potential to be a neighborhood joint if the service were n ' t so impersonal and corporate - like .,"( place , great little , positive ) ; ( service , impersonal , negative ) ; ( service , corporate - like , negative )","( restaurant general , positive ) ; ( service general , negative )","( service, impersonal, positive ) ; ( service, corporate, positive ) ; ( place, great little, positive )","( service, impersonal, positive ) ; ( service, corporate, positive )","( service general, positive ) ; ( ambience general, positive )","( service general, positive ) ; ( restaurant miscellaneous, positive )"
Brunch at Murphy ' s is to die for /AS/ my specialty . . . egg white omelet /AS/ the food is always freshly prepared .,"( Brunch , die for , positive ) ; ( food , freshly prepared , positive ) ; ( egg white omelet , specialty , positive )","( food quality , positive )","( Brunch, die for, positive ) ; ( egg white omelet, specialty, positive ) ; ( food, freshly prepared, positive )","( food, freshly prepared, positive ) ; ( Brunch, die for, positive )","( food quality, positive )","( food quality, positive )"
Mama Mia – I live in the neighborhood and feel lucky to live by such a great pizza place .,"( pizza place , great , positive )","( restaurant general , positive )","( pizza place, great, positive )","( pizza place, great, positive )","( restaurant general, positive )","( restaurant general, positive )"
– tucked away over by the Beverly Center .,"( NULL , tucked away , neutral )","( location general , neutral )","( NULL, tucked away, positive )","( NULL, tucked away over by the Beverly Center, negative )","( location general, positive )","( location general, neutral )"
The staff is pretty friendly .,"( staff , friendly , positive )","( service general , positive )","( staff, friendly, positive )","( staff, friendly, positive )","( service general, positive )","( service general, positive )"
And the service was simply spendid - quite a delight .,"( service , spendid , positive )","( service general , positive )","( service, spendid, positive ) ; ( service, delight, positive )","( service, spendid, positive ) ; ( service, delight, positive )","( service general, positive )","( service general, positive )"
Ok . . . – Maybe I went in on someone ' s bad day . . .,"( NULL , bad , negative )","( restaurant general , negative )","( NULL, bad, negative )","( NULL, Ok, neutral )","( restaurant miscellaneous, negative )","( restaurant general, neutral )"
I ' ve had the Jellyfish /AS/ Horse Mackerel /AS/ Blue Fin Tuna and the Sake Ikura roll among others /AS/ and they were all good .,"( Jellyfish , good , positive ) ; ( Horse Mackerel , good , positive ) ; ( Blue Fin Tuna , good , positive ) ; ( Sake Ikura roll , good , positive )","( food quality , positive )","( Jellyfish, good, positive ) ; ( Horse Mackerel, good, positive ) ; ( Blue Fin Tuna, good, positive ) ; ( Sake Ikura roll, good, positive )","( Jellyfish, good, positive ) ; ( Horse Mackerel, good, positive ) ; ( Blue Fin Tuna, good, positive ) ; ( Sake Ikura roll, good, positive )","( food quality, positive )","( food quality, positive )"
WHAT ELSE CAN YOU SAY NICE PEOPLE AMAZING FOOD WOW,"( FOOD , AMAZING , positive ) ; ( PEOPLE , NICE , positive )","( food quality , positive ) ; ( service general , positive )","( FOOD, AMAZING, positive )","( FOOD, AMAZING, positive )","( food quality, positive )","( food quality, positive )"
Always good .,"( NULL , good , positive )","( restaurant general , positive )","( NULL, good, positive )","( NULL, good, positive )","( restaurant general, positive )","( restaurant general, positive )"
My mouth felt very dry afterwards and I had that signature ? MSG ? taste lingering in my throat after I left the restaurant .,"( NULL , dry , negative )","( food quality , negative )","( NULL, dry, negative )","( NULL, dry, negative )","( food quality, negative )","( food quality, negative )"
Oh yeah . . . the view was good /AS/ too .,"( view , good , positive )","( location general , positive )","( view, good, positive )","( view, good, positive )","( location general, positive )","( location general, positive )"
