text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
The food was good /AS/ the place was clean and affordable .,"( food , good , positive ) ; ( place , clean , positive ) ; ( place , affordable , positive )","( food quality , positive ) ; ( ambience general , positive ) ; ( restaurant prices , positive )","( food, good, positive ) ; ( place, clean, positive ) ; ( place, affordable, positive )","( food, good, positive ) ; ( place, clean, positive ) ; ( place, affordable, positive )","( food quality, positive ) ; ( ambience general, positive )","( food quality, positive ) ; ( ambience general, positive )"
Probably would not go back here .,"( NULL , would not go back , negative )","( restaurant general , negative )","( NULL, not go back, negative )","( NULL, not go back, negative )","( restaurant general, negative )","( restaurant general, negative )"
The hostess was very pleasant .,"( hostess , pleasant , positive )","( service general , positive )","( hostess, pleasant, positive )","( hostess, pleasant, positive )","( service general, positive )","( service general, positive )"
The atmosphere was great .,"( atmosphere , great , positive )","( ambience general , positive )","( atmosphere, great, positive )","( atmosphere, great, positive )","( ambience general, positive )","( ambience general, positive )"
Very pleased,"( NULL , pleased , positive )","( restaurant general , positive )","( NULL, pleased, positive )","( NULL, pleased, positive )","( restaurant general, positive )","( restaurant general, positive )"
This is undoubtedly my favorite modern Japanese brasserie /OB/ that don ’ t serve sushi /CB/ /AS/ and in my opinion /AS/ one of the most romantic restaurants in the city !,"( modern Japanese brasserie , favorite , positive ) ; ( modern Japanese brasserie , romantic , positive )","( restaurant general , positive ) ; ( ambience general , positive )","( NULL, favorite modern Japanese brasserie, positive )","( Japanese brasserie, favorite, positive ) ; ( Japanese brasserie, romantic, positive )","( restaurant general, positive )","( restaurant general, positive )"
The bread we received was horrible - rock hard and cold - and the `` free `` appetizer of olives was disappointing .,"( bread , horrible , negative ) ; ( appetizer of olives , disappointing , negative ) ; ( appetizer of olives , `` free `` , neutral )","( food quality , negative ) ; ( food prices , neutral )","( bread, horrible, negative ) ; ( bread, rock hard, negative ) ; ( bread, cold, negative ) ; ( appetizer of olives, disappointing, negative )","( bread, horrible, negative ) ; ( bread, rock hard, negative ) ; ( appetizer of olives, disappointing, negative )","( food quality, negative ) ; ( food style_options, negative )","( food quality, negative )"
I showed it to the manager /AS/ and he smilingly apologized and brought us two free desserts /OB/ but did not ask us what we wanted and so brought the last two desserts we would have asked for /CB/ .,"( manager , smilingly , positive )","( service general , positive )","( manager, smilingly apologized, positive ) ; ( manager, free desserts, negative )","( manager, apologized, positive ) ; ( desserts, free, positive )","( service general, negative )","( service general, negative )"
I read reviews that called the restaurant too expensive and I thought to myself /AS/ but may be it is worth it .,"( restaurant , expensive , negative )","( restaurant prices , negative ) ; ( restaurant general , negative )","( restaurant, too expensive, negative ) ; ( restaurant, worth, positive )","( restaurant, expensive, negative ) ; ( restaurant, worth, positive )","( restaurant prices, negative ) ; ( restaurant general, positive )","( restaurant prices, negative ) ; ( restaurant general, positive )"
I will NEVER return .,"( NULL , NEVER return , negative )","( restaurant general , negative )","( NULL, NEVER return, negative )","( NULL, NEVER return, negative )","( restaurant general, negative )","( restaurant general, negative )"
I must say I am surprised by the bad reviews of the restaurant earlier in the year /AS/ though .,"( restaurant , bad , positive )","( restaurant general , positive )","( restaurant, bad reviews, negative )","( restaurant, bad reviews, negative )","( restaurant general, mixed )","( restaurant general, negative )"
Unhygienic,"( NULL , Unhygienic , negative )","( food quality , negative )","( NULL, Unhygienic, negative )","( NULL, Unhygienic, negative )","( food quality, negative )","( food quality, negative )"
Best In ALL of NYC,"( NULL , Best , positive )","( restaurant general , positive )","( NULL, Best, positive )","( NULL, Best, positive )","( restaurant general, positive )","( restaurant general, positive )"
Excellent food for great prices,"( food , Excellent , positive )","( food quality , positive ) ; ( food prices , positive )","( food, Excellent, positive ) ; ( NULL, great, positive )","( food, Excellent, positive ) ; ( NULL, great, positive )","( food quality, positive ) ; ( food prices, positive )","( food quality, positive ) ; ( restaurant prices, positive )"
$ 170 down the toilet . . .,"( NULL , $ 170 , negative )","( restaurant prices , negative )","( NULL, $ 170, negative )","( toilet, $ 170, negative )","( restaurant prices, negative )","( restaurant prices, negative )"
They seemed to continue to rush us along /AS/ taking plates without asking if we were done /OB/ my sister still had her fork in hand /CB/ .,"( NULL , rush , negative )","( service general , negative )","( NULL, rush us along, negative )","( NULL, rush us along, negative )","( service general, negative )","( service general, negative )"
Not what I would expect for the price and prestige of this location .,"( location , expect , neutral )","( restaurant prices , neutral ) ; ( restaurant miscellaneous , neutral )","( location, Not what I would expect, negative )","( location, Not what I would expect, negative )","( restaurant prices, negative ) ; ( restaurant general, negative )","( restaurant prices, negative ) ; ( restaurant general, negative )"
The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food .,"( rolls , creative , positive ) ; ( japanese food , inventive , positive ) ; ( japanese food , delicious , positive )","( food style_options , positive ) ; ( food quality , positive )","( rolls, creative, positive ) ; ( rolls, delicious, positive )","( rolls, creative, positive ) ; ( japanese food, delicious, positive )","( food style_options, positive ) ; ( food quality, positive )","( food quality, positive )"
Shame on this place for the horrible rude staff and non - existent customer service .,"( staff , rude , negative ) ; ( customer service , non - existent , negative )","( service general , negative )","( staff, rude, negative ) ; ( customer service, non - existent, negative ) ; ( place, Shame, negative )","( staff, horrible rude, negative ) ; ( customer service, non - existent, negative )","( service general, negative ) ; ( service general, negative ) ; ( service general, negative )","( service general, negative ) ; ( food quality, negative )"
An awesome organic dog /AS/ and a conscious eco friendly establishment .,"( dog , organic , positive ) ; ( establishment , eco friendly , positive )","( food quality , positive ) ; ( restaurant miscellaneous , positive )","( organic dog, awesome, positive ) ; ( establishment, eco friendly, positive )","( organic dog, awesome, positive ) ; ( establishment, conscious eco friendly, positive )","( food quality, positive ) ; ( ambience general, positive )","( food quality, positive ) ; ( ambience general, positive )"
Good creative rolls !,"( rolls , Good creative , positive )","( food quality , positive ) ; ( food style_options , positive )","( rolls, Good creative, positive )","( rolls, Good creative, positive )","( food quality, positive )","( food quality, positive )"
The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for !,"( cocktail with Citrus Vodka and lemon and lime juice and mint leaves , great , positive )","( drinks quality , positive )","( cocktail, great, positive )","( cocktail, great, positive ) ; ( Citrus Vodka, great, positive ) ; ( lemon and lime juice, great, positive ) ; ( mint leaves, die for, positive )","( drinks quality, positive )","( drinks quality, positive )"
For a Fabulous Wedding !,"( NULL , Fabulous , positive )","( restaurant miscellaneous , positive )","( NULL, Fabulous, positive )","( NULL, Fabulous, positive )","( restaurant general, positive )","( restaurant general, positive )"
