input,output,se_order,paradigm
"Volare virgins or weekly regulars , everyone gets treated the same and you ca n ' t ask for more than that when the service is this friendly .","24,24,service general,27,27,POS",acos,extraction
I also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,"4,5,food quality,2,2,POS,11,15,food quality,2,2,POS",acos,extraction
Will absolutely visit again .,"-1,-1,restaurant general,2,3,POS",acos,extraction
It ' s somewhere you can eat and be happy .,"-1,-1,restaurant general,9,9,POS",acos,extraction
More Williamsburg Garbage,"-1,-1,restaurant general,2,2,NEG",acos,extraction
"They have it all - - great price , food , and service .","-1,-1,restaurant prices,6,6,POS,9,9,food quality,6,6,POS,12,12,service general,6,6,POS",acos,extraction
Truly the mark of an attentive waiter .,"6,6,service general,5,5,POS",acos,extraction
Great Hot Dogs !,"1,2,food quality,0,0,POS",acos,extraction
This place has got to be the best japanese restaurant in the new york area .,"1,1,restaurant general,7,7,POS",acos,extraction
"The rest of the dim sum , though pricey by Chinatown standards , is worth it .","4,5,food prices,8,8,NEG,4,5,food quality,14,14,POS",acos,extraction
Service was also horrible and the ambience is not that great .,"0,0,service general,3,3,NEG,6,6,ambience general,8,10,NEG",acos,extraction
Beef noodle soup is good as well .,"0,2,food quality,4,4,POS",acos,extraction
Tasty Dog !,"1,1,food quality,0,0,POS",acos,extraction
Guaranteed to be a tasty experience ! ),"-1,-1,drinks quality,4,4,POS",acos,extraction
One of the BEST,"-1,-1,restaurant general,3,3,POS",acos,extraction
"A big disappointment , all around .","-1,-1,restaurant general,2,2,NEG",acos,extraction
Simply some good tasting Chinese food at incredible prices . . .,"4,5,food quality,2,3,POS,4,5,food prices,2,3,POS",acos,extraction
The place is small and cramped but the food is fantastic .,"1,1,ambience general,3,3,NEG,1,1,ambience general,5,5,NEG,8,8,food quality,10,10,POS",acos,extraction
The place was quiet and delightful .,"1,1,ambience general,3,3,POS,1,1,ambience general,5,5,POS",acos,extraction
"While finishing our meals which included a high - end bottle of wine , our son ' s fiance joined us for a glass of wine and dessert .","10,12,drinks quality,7,9,POS",acos,extraction
The location is perfect .,"1,1,location general,3,3,POS",acos,extraction
All the staff is absolutely professional ! !,"2,2,service general,5,5,POS",acos,extraction
Decent wine at reasonable prices .,"1,1,drinks quality,0,0,POS,1,1,drinks prices,3,3,POS",acos,extraction
A great place to meet up for some food and drinks . . .,"2,2,restaurant miscellaneous,1,1,POS",acos,extraction
"I choose to go with one of the special , the braised lamb shank in red wine , which was excellent .","11,16,food quality,20,20,POS",acos,extraction
Downstairs lounge is always a good attraction,"0,1,ambience general,5,6,POS",acos,extraction
"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .","21,21,food quality,18,18,POS",acos,extraction
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood .,"-1,-1,restaurant general,7,8,POS",acos,extraction
"However , if you want great food at a great price and do n ' t mind the decor , you ca n ' t beat this place .","6,6,food quality,5,5,POS,6,6,food prices,5,5,POS",acos,extraction
Hats off to the chef .,"4,4,food quality,0,1,POS",acos,extraction
"Everyone seemed generally happy with their food , except my brother who had the grilled Mahi Mahi , seemingly drenched in Grapfruit Juice !","6,6,food quality,3,3,POS,14,16,food quality,19,19,NEG,14,16,food style_options,19,19,NEG",acos,extraction
HIGHLY RECOMMENDED ! ! ! ! !,"-1,-1,restaurant general,1,1,POS",acos,extraction
"The pastas are incredible , the risottos ( particularly the sepia ) are fantastic and the braised rabbit is amazing .","1,1,food quality,3,3,POS,6,6,food quality,13,13,POS,10,10,food quality,13,13,POS,16,17,food quality,19,19,POS",acos,extraction
"Do n ' t get me started on the margaritas , either .","9,9,drinks quality,0,6,NEG",acos,extraction
Never again !,"-1,-1,restaurant general,0,0,NEG",acos,extraction
You ca n ' t go wrong with this place .,"9,9,restaurant general,1,6,POS",acos,extraction
Spreads and toppings are great - though a bit pricey .,"0,0,food quality,4,4,POS,2,2,food quality,4,4,POS,0,0,food prices,9,9,NEG,2,2,food prices,9,9,NEG",acos,extraction
"Also , specify if you like your food spicy - its rather bland if you do n ' t .","7,7,food quality,12,12,NEG",acos,extraction
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts .,"1,1,ambience general,4,4,NEU",acos,extraction
"This tiny restaurant is as cozy as it gets , with that certain Parisian flair .","2,2,ambience general,5,5,POS",acos,extraction
Haru on Park S is simply disgusting .,"0,3,restaurant general,6,6,NEG",acos,extraction
The only thing more wonderful than the food ( which is exceptional ) is the service .,"7,7,food quality,11,11,POS,15,15,service general,4,4,POS",acos,extraction
Have been several times and it never dissapoints .,"-1,-1,restaurant general,6,7,POS",acos,extraction
The food is so cheap and the waiters are nice .,"1,1,food prices,4,4,POS,7,7,service general,9,9,POS",acos,extraction
"its a little out of the way if you do n ' t live in the neighborhood , but definitely worth the trip from wherever you are .","-1,-1,location general,1,6,NEG,-1,-1,restaurant general,20,20,POS",acos,extraction
Ravioli was good . . . but I have to say that I found everything a bit overpriced .,"0,0,food quality,2,2,POS,-1,-1,food prices,17,17,NEG",acos,extraction
The food ' s as good as ever .,"1,1,food quality,5,5,POS",acos,extraction
"Their calzones are horrific , bad , vomit - inducing , YUCK .","1,1,food quality,3,3,NEG,1,1,food quality,5,5,NEG,1,1,food quality,7,9,NEG,1,1,food quality,11,11,NEG",acos,extraction
One of the best hot dogs I have ever eaten .,"-1,-1,food quality,3,3,POS",acos,extraction
WORST PLACE ON SMITH STREET IN BROOKLYN,"1,1,restaurant general,0,0,NEG",acos,extraction
"The food is decent at best , and the ambience , well , it ' s a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .","1,1,food quality,3,3,NEG,9,9,ambience general,36,36,NEG",acos,extraction
I thanked my friend who recommended me this restaurant and will certainly recommend it to others .,"8,8,restaurant general,12,12,POS",acos,extraction
I had the Lamb special which was perfect .,"3,4,food quality,7,7,POS",acos,extraction
"The crust has a great bite and a good chew , the sauce is light with a nice acidity to it , the salt from the cheese is great , really heightens the flavor of all the other components .","1,1,food quality,4,4,POS,1,1,food quality,8,8,POS,12,12,food quality,14,14,POS,26,26,food quality,4,4,POS",acos,extraction
Terrible would be a compliment !,"-1,-1,restaurant general,0,0,NEG",acos,extraction
"Service was prompt , friendly and great .","0,0,service general,2,2,POS,0,0,service general,4,4,POS,0,0,service general,6,6,POS",acos,extraction
fresh restaurant was amazing . . . . . . . . food was delicious and of course fresh .,"0,1,restaurant general,0,0,POS,0,1,restaurant general,3,3,POS,12,12,food quality,14,14,POS,12,12,food quality,0,0,POS",acos,extraction
We were not dissappointed in the least bit by this little gem .,"-1,-1,restaurant general,2,7,POS",acos,extraction
Bukhara is on my top 5 Indian places in NYC,"0,0,restaurant general,4,4,POS",acos,extraction
The food here was mediocre at best .,"1,1,food quality,4,4,NEG",acos,extraction
"For desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal .","6,9,food quality,11,11,NEU,6,9,food quality,13,14,NEU,17,25,food quality,29,29,POS",acos,extraction
A coworker and I tried Pacifico after work a few Fridays and loved it .,"5,5,restaurant general,12,12,POS",acos,extraction
Nice view of river and NYC .,"1,5,location general,0,0,POS",acos,extraction
"The food is flavorful , plentiful and reasonably priced .","1,1,food quality,3,3,POS,1,1,food style_options,5,5,POS,1,1,food prices,7,8,POS",acos,extraction
Best restaurant in Brooklyn,"1,1,restaurant general,0,0,POS",acos,extraction
"The food here is rather good , but only if you like to wait for it .","1,1,food quality,5,5,POS,-1,-1,service general,13,15,NEG",acos,extraction
I ' ve waited over one hour for food .,"-1,-1,service general,3,6,NEG",acos,extraction
"Furthermore , the rice had no seasoning , so the sushi was bland and disgusting .","3,3,food quality,5,6,NEG,10,10,food quality,12,12,NEG,10,10,food quality,14,14,NEG",acos,extraction
I think the pizza is so overrated and was under cooked .,"3,3,food quality,6,6,NEG",acos,extraction
"I would recommend Roxy ' s for that , but not for their food .","13,13,food quality,2,2,NEG,-1,-1,food quality,10,13,NEG",acos,extraction
Lucky Strike is a great casual place to just grab a bite to eat .,"0,1,restaurant general,4,5,POS",acos,extraction
"I have tried to make reservations , but both times , the hostess did n ' t have my name .","12,12,service general,13,19,NEG",acos,extraction
"This place has totally weird decor , stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional . . .","5,5,ambience general,4,4,NEG,11,12,ambience general,34,34,NEG,11,12,ambience general,36,36,NEG",acos,extraction
The service was quick and friendly .,"1,1,service general,3,3,POS",acos,extraction
Go to Volare for 1st class service and terrific food .,"6,6,service general,4,5,POS,9,9,food quality,8,8,POS",acos,extraction
"Great spot , whether looking for a couple of drinks or quiet dinner .","1,1,restaurant general,0,0,POS,1,1,restaurant miscellaneous,0,0,POS",acos,extraction
The staff is no nonsense .,"1,1,service general,3,4,POS",acos,extraction
Highly impressed from the decor to the food to the hospitality to the great night I had !,"4,4,ambience general,1,1,POS,7,7,food quality,1,1,POS,-1,-1,service general,10,10,POS,-1,-1,restaurant general,13,13,POS",acos,extraction
"Do n ' t dine at Tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections .","9,10,food quality,15,18,NEG",acos,extraction
We waited at the bar and had martinis that were just right .,"7,7,drinks quality,11,11,POS",acos,extraction
It ' s a small cute restaurant .,"6,6,restaurant general,4,5,POS",acos,extraction
This place is not worth the prices .,"1,1,restaurant general,3,6,NEG,1,1,restaurant prices,3,6,NEG",acos,extraction
Make sure you try this place as often as you can .,"5,5,restaurant general,3,3,POS",acos,extraction
"The quantity is also very good , you will come out satisfied .","1,1,food style_options,5,5,POS,1,1,food style_options,11,11,POS",acos,extraction
Friendly staff that actually lets you enjoy your meal and the company you ' re with .,"1,1,service general,0,0,POS",acos,extraction
"Service was devine , oysters where a sensual as they come , and the price ca n ' t be beat ! ! !","0,0,service general,2,2,POS,4,4,food quality,7,7,POS,-1,-1,restaurant prices,15,20,POS",acos,extraction
Delivery guy sometimes get upset if you do n ' t tip more than 10 % .,"0,1,service general,4,4,NEG",acos,extraction
Shame on this place for the horrible rude staff and non - existent customer service .,"8,8,service general,7,7,NEG,13,14,service general,10,12,NEG",acos,extraction
Do n ' t miss Bloom ' s on your next trip to Manhatten .,"5,7,restaurant general,4,4,POS",acos,extraction
And amazingly cheap .,"-1,-1,food prices,2,2,POS",acos,extraction
Every time I have a special occasion with my boyfriend I have a hard time going anywhere else .,"-1,-1,restaurant miscellaneous,11,17,POS",acos,extraction
"Two complaints - - their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu .","5,6,food style_options,1,1,NEG",acos,extraction
