input,output,se_order,paradigm
Extract with format >> aspect : <extra_id_0> | Haru on Park S is simply disgusting .,<extra_id_0> Haru on Park S,a,extraction
"Extract POS TAG with format >> pos : <extra_id_0>, tag : <extra_id_1> | Reflecting the impact of lower semiconductor prices and cuts in defense spending , Texas Instruments Inc. said third-quarter net income fell 31 % and sales dropped slightly from a year earlier .","<extra_id_0> Reflecting <extra_id_1> verb, gerund or present participle ; <extra_id_2> the <extra_id_3> determiner ; <extra_id_4> impact <extra_id_5> noun, singular or mass ; <extra_id_6> of <extra_id_7> preposition or subordinating conjunction ; <extra_id_8> lower <extra_id_9> adjective, comparative ; <extra_id_10> semiconductor <extra_id_11> noun, singular or mass ; <extra_id_12> prices <extra_id_13> noun, plural ; <extra_id_14> and <extra_id_15> coordinating conjunction ; <extra_id_16> cuts <extra_id_17> noun, plural ; <extra_id_18> in <extra_id_19> preposition or subordinating conjunction ; <extra_id_20> defense <extra_id_21> noun, singular or mass ; <extra_id_22> spending <extra_id_23> noun, singular or mass ; <extra_id_24> , <extra_id_25> comma ; <extra_id_26> Texas <extra_id_27> proper noun, singular ; <extra_id_28> Instruments <extra_id_29> proper noun, singular ; <extra_id_30> Inc. <extra_id_31> proper noun, singular ; <extra_id_32> said <extra_id_33> verb, past tense ; <extra_id_34> third-quarter <extra_id_35> adjective ; <extra_id_36> net <extra_id_37> adjective ; <extra_id_38> income <extra_id_39> noun, singular or mass ; <extra_id_40> fell <extra_id_41> verb, past tense ; <extra_id_42> 31 <extra_id_43> cardinal number ; <extra_id_44> % <extra_id_45> noun, singular or mass ; <extra_id_46> and <extra_id_47> coordinating conjunction ; <extra_id_48> sales <extra_id_49> noun, plural ; <extra_id_50> dropped <extra_id_51> verb, past tense ; <extra_id_52> slightly <extra_id_53> adverb ; <extra_id_54> from <extra_id_55> preposition or subordinating conjunction ; <extra_id_56> a <extra_id_57> determiner ; <extra_id_58> year <extra_id_59> noun, singular or mass ; <extra_id_60> earlier <extra_id_61> adverb, comparative ; <extra_id_62> . <extra_id_63> period",non_absa,
"Extract with format >> aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3> | Eating in , the atmosphere saves it , but at your desk , it ' s a very disappointing experience .",<extra_id_0> atmosphere <extra_id_1> ambience general <extra_id_2> saves <extra_id_3> positive ; <extra_id_4> NULL <extra_id_5> restaurant general <extra_id_6> disappointing <extra_id_7> negative,acos,extraction
"Extract with format >> aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3> | There is a downside if you ' re ordering in - - the delivery guys have MAJOR attitude .",<extra_id_0> delivery guys <extra_id_1> service general <extra_id_2> downside <extra_id_3> negative,acos,extraction
"Extract with format >> aspect : <extra_id_0> ,opinion : <extra_id_1> | I generally like this place .",<extra_id_0> place <extra_id_1> like,ao,extraction
"Extract POS TAG with format >> pos : <extra_id_0>, tag : <extra_id_1> | Most managements hesitate to go all out in advertising their due-process systems for fear of encouraging cranks and chronic soreheads to file complaints .","<extra_id_0> Most <extra_id_1> adjective, superlative ; <extra_id_2> managements <extra_id_3> noun, plural ; <extra_id_4> hesitate <extra_id_5> verb, non-3rd person singular present ; <extra_id_6> to <extra_id_7> to ; <extra_id_8> go <extra_id_9> verb, base form ; <extra_id_10> all <extra_id_11> determiner ; <extra_id_12> out <extra_id_13> noun, singular or mass ; <extra_id_14> in <extra_id_15> preposition or subordinating conjunction ; <extra_id_16> advertising <extra_id_17> verb, gerund or present participle ; <extra_id_18> their <extra_id_19> possessive pronoun ; <extra_id_20> due-process <extra_id_21> noun, singular or mass ; <extra_id_22> systems <extra_id_23> noun, plural ; <extra_id_24> for <extra_id_25> preposition or subordinating conjunction ; <extra_id_26> fear <extra_id_27> noun, singular or mass ; <extra_id_28> of <extra_id_29> preposition or subordinating conjunction ; <extra_id_30> encouraging <extra_id_31> verb, gerund or present participle ; <extra_id_32> cranks <extra_id_33> noun, plural ; <extra_id_34> and <extra_id_35> coordinating conjunction ; <extra_id_36> chronic <extra_id_37> adjective ; <extra_id_38> soreheads <extra_id_39> noun, plural ; <extra_id_40> to <extra_id_41> to ; <extra_id_42> file <extra_id_43> verb, base form ; <extra_id_44> complaints <extra_id_45> noun, plural ; <extra_id_46> . <extra_id_47> period",non_absa,
Extract with format >> aspect : <extra_id_0> | LLOOVVE THIS PLACE .,<extra_id_0> PLACE,a,extraction
"Extract with format >> aspect : <extra_id_0> ,sentiment : <extra_id_1> | However , I think Jeckll and Hydes t is one of those places that is fun to do once .",<extra_id_0> Jeckll and Hydes <extra_id_1> positive,as,extraction
"Extract with format >> opinion : <extra_id_0> | A cool bar with great food , and tons of excellent beer .",<extra_id_0> cool ; <extra_id_1> great ; <extra_id_2> excellent ; <extra_id_3> excellent,o,extraction
"Extract POS TAG with format >> pos : <extra_id_0>, tag : <extra_id_1> | Even though the government would retain the 45 % stake in Picop , critics have accused the trust of selling out to foreigners .","<extra_id_0> Even <extra_id_1> adverb ; <extra_id_2> though <extra_id_3> preposition or subordinating conjunction ; <extra_id_4> the <extra_id_5> determiner ; <extra_id_6> government <extra_id_7> noun, singular or mass ; <extra_id_8> would <extra_id_9> modal ; <extra_id_10> retain <extra_id_11> verb, base form ; <extra_id_12> the <extra_id_13> determiner ; <extra_id_14> 45 <extra_id_15> cardinal number ; <extra_id_16> % <extra_id_17> noun, singular or mass ; <extra_id_18> stake <extra_id_19> noun, singular or mass ; <extra_id_20> in <extra_id_21> preposition or subordinating conjunction ; <extra_id_22> Picop <extra_id_23> proper noun, singular ; <extra_id_24> , <extra_id_25> comma ; <extra_id_26> critics <extra_id_27> noun, plural ; <extra_id_28> have <extra_id_29> verb, non-3rd person singular present ; <extra_id_30> accused <extra_id_31> verb, past participle ; <extra_id_32> the <extra_id_33> determiner ; <extra_id_34> trust <extra_id_35> noun, singular or mass ; <extra_id_36> of <extra_id_37> preposition or subordinating conjunction ; <extra_id_38> selling <extra_id_39> verb, gerund or present participle ; <extra_id_40> out <extra_id_41> particle ; <extra_id_42> to <extra_id_43> to ; <extra_id_44> foreigners <extra_id_45> noun, plural ; <extra_id_46> . <extra_id_47> period",non_absa,
"Extract with format >> aspect : <extra_id_0> ,opinion : <extra_id_1> | Everything we had was good or ok . . . but definitely nothing great .",<extra_id_0> NULL <extra_id_1> nothing great,ao,extraction
"Extract with format >> category : <extra_id_0> ,sentiment : <extra_id_1> | Authentic Shanghai style and I can not recommend a better Shanghai place in New York .",<extra_id_0> restaurant miscellaneous <extra_id_1> positive,cs,extraction
Extract with format >> category : <extra_id_0> | Indoor was very cozy and cute .,<extra_id_0> ambience general ; <extra_id_1> ambience general,c,extraction
Extract with format >> aspect : <extra_id_0> | The cream cheeses are out of this world and I love that coffee ! !,<extra_id_0> cream cheeses ; <extra_id_1> coffee,a,extraction
"Extract with format >> aspect : <extra_id_0> | At $ 120 for two people , however , this in no way represents value , unless you ' re looking to pay by the hour for passive - aggressive torture .",<extra_id_0> NULL ; <extra_id_1> NULL,a,extraction
"Extract with format >> aspect : <extra_id_0> ,opinion : <extra_id_1> | Prices are very good .",<extra_id_0> NULL <extra_id_1> good,ao,extraction
"Extract with format >> aspect : <extra_id_0> ,opinion : <extra_id_1> | More Williamsburg Garbage",<extra_id_0> NULL <extra_id_1> Garbage,ao,extraction
"Extract with format >> category : <extra_id_0> ,sentiment : <extra_id_1> | I would recommend Roxy ' s for that , but not for their food .",<extra_id_0> food quality <extra_id_1> negative ; <extra_id_2> food quality <extra_id_3> negative,cs,extraction
"Extract with format >> aspect : <extra_id_0> ,opinion : <extra_id_1> | quacamole at pacifico is yummy , as are the wings with chimmichuri .",<extra_id_0> quacamole <extra_id_1> yummy ; <extra_id_2> wings with chimmichuri <extra_id_3> yummy,ao,extraction
"Extract POS TAG with format >> pos : <extra_id_0>, tag : <extra_id_1> | The central offices for both regions were previously located in Ludwigshafen , Basf headquarters .","<extra_id_0> The <extra_id_1> determiner ; <extra_id_2> central <extra_id_3> adjective ; <extra_id_4> offices <extra_id_5> noun, plural ; <extra_id_6> for <extra_id_7> preposition or subordinating conjunction ; <extra_id_8> both <extra_id_9> determiner ; <extra_id_10> regions <extra_id_11> noun, plural ; <extra_id_12> were <extra_id_13> verb, past tense ; <extra_id_14> previously <extra_id_15> adverb ; <extra_id_16> located <extra_id_17> verb, past participle ; <extra_id_18> in <extra_id_19> preposition or subordinating conjunction ; <extra_id_20> Ludwigshafen <extra_id_21> proper noun, singular ; <extra_id_22> , <extra_id_23> comma ; <extra_id_24> Basf <extra_id_25> proper noun, singular ; <extra_id_26> headquarters <extra_id_27> noun, singular or mass ; <extra_id_28> . <extra_id_29> period",non_absa,
"Extract with format >> aspect : <extra_id_0> ,sentiment : <extra_id_1> | Amma is nothing special .",<extra_id_0> Amma <extra_id_1> neutral,as,extraction
"Extract with format >> aspect : <extra_id_0> ,sentiment : <extra_id_1> | Good for dates or with friends .",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"Extract POS TAG with format >> pos : <extra_id_0>, tag : <extra_id_1> | Here are price trends on the world 's major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva .","<extra_id_0> Here <extra_id_1> adverb ; <extra_id_2> are <extra_id_3> verb, non-3rd person singular present ; <extra_id_4> price <extra_id_5> noun, singular or mass ; <extra_id_6> trends <extra_id_7> noun, plural ; <extra_id_8> on <extra_id_9> preposition or subordinating conjunction ; <extra_id_10> the <extra_id_11> determiner ; <extra_id_12> world <extra_id_13> noun, singular or mass ; <extra_id_14> 's <extra_id_15> possessive ending ; <extra_id_16> major <extra_id_17> adjective ; <extra_id_18> stock <extra_id_19> noun, singular or mass ; <extra_id_20> markets <extra_id_21> noun, plural ; <extra_id_22> , <extra_id_23> comma ; <extra_id_24> as <extra_id_25> preposition or subordinating conjunction ; <extra_id_26> calculated <extra_id_27> verb, past participle ; <extra_id_28> by <extra_id_29> preposition or subordinating conjunction ; <extra_id_30> Morgan <extra_id_31> proper noun, singular ; <extra_id_32> Stanley <extra_id_33> proper noun, singular ; <extra_id_34> Capital <extra_id_35> proper noun, singular ; <extra_id_36> International <extra_id_37> proper noun, singular ; <extra_id_38> Perspective <extra_id_39> proper noun, singular ; <extra_id_40> , <extra_id_41> comma ; <extra_id_42> Geneva <extra_id_43> proper noun, singular ; <extra_id_44> . <extra_id_45> period",non_absa,
"Extract with format >> opinion : <extra_id_0> | Please take my advice , go and try this place .",<extra_id_0> go and try,o,extraction
"Extract with format >> category : <extra_id_0> ,sentiment : <extra_id_1> | I highly recommend this beautiful place .",<extra_id_0> ambience general <extra_id_1> positive ; <extra_id_2> restaurant general <extra_id_3> positive,cs,extraction
"Extract with format >> aspect : <extra_id_0> ,sentiment : <extra_id_1> | Check out the secret back room .",<extra_id_0> back room <extra_id_1> positive,as,extraction
Extract with format >> aspect : <extra_id_0> | Great Indian Food !,<extra_id_0> Indian Food,a,extraction
Extract with format >> aspect : <extra_id_0> | Best Taiwanese food in NY !,<extra_id_0> Taiwanese food,a,extraction
"Extract NER with format >> entity : <extra_id_0>, entity_type : <extra_id_1> | That there is remote concern , and there is potential to cause patient harm , "" Butts said .",<extra_id_0> Butts <extra_id_1> person,non_absa,
"Extract POS TAG with format >> pos : <extra_id_0>, tag : <extra_id_1> | Although prices rallied briefly following the tumble on world stock markets earlier this month and the related decline of the dollar , precious metals are out of favor for the moment because of high interest rates and a determination by industrial nations to curb inflation , dealers say .","<extra_id_0> Although <extra_id_1> preposition or subordinating conjunction ; <extra_id_2> prices <extra_id_3> noun, plural ; <extra_id_4> rallied <extra_id_5> verb, past tense ; <extra_id_6> briefly <extra_id_7> noun, singular or mass ; <extra_id_8> following <extra_id_9> verb, gerund or present participle ; <extra_id_10> the <extra_id_11> determiner ; <extra_id_12> tumble <extra_id_13> noun, singular or mass ; <extra_id_14> on <extra_id_15> preposition or subordinating conjunction ; <extra_id_16> world <extra_id_17> noun, singular or mass ; <extra_id_18> stock <extra_id_19> noun, singular or mass ; <extra_id_20> markets <extra_id_21> noun, plural ; <extra_id_22> earlier <extra_id_23> adverb, comparative ; <extra_id_24> this <extra_id_25> determiner ; <extra_id_26> month <extra_id_27> noun, singular or mass ; <extra_id_28> and <extra_id_29> coordinating conjunction ; <extra_id_30> the <extra_id_31> determiner ; <extra_id_32> related <extra_id_33> verb, past participle ; <extra_id_34> decline <extra_id_35> noun, singular or mass ; <extra_id_36> of <extra_id_37> preposition or subordinating conjunction ; <extra_id_38> the <extra_id_39> determiner ; <extra_id_40> dollar <extra_id_41> noun, singular or mass ; <extra_id_42> , <extra_id_43> comma ; <extra_id_44> precious <extra_id_45> adjective ; <extra_id_46> metals <extra_id_47> noun, plural ; <extra_id_48> are <extra_id_49> verb, non-3rd person singular present ; <extra_id_50> out <extra_id_51> preposition or subordinating conjunction ; <extra_id_52> of <extra_id_53> preposition or subordinating conjunction ; <extra_id_54> favor <extra_id_55> noun, singular or mass ; <extra_id_56> for <extra_id_57> preposition or subordinating conjunction ; <extra_id_58> the <extra_id_59> determiner ; <extra_id_60> moment <extra_id_61> noun, singular or mass ; <extra_id_62> because <extra_id_63> preposition or subordinating conjunction ; <extra_id_64> of <extra_id_65> preposition or subordinating conjunction ; <extra_id_66> high <extra_id_67> adjective ; <extra_id_68> interest <extra_id_69> noun, singular or mass ; <extra_id_70> rates <extra_id_71> noun, plural ; <extra_id_72> and <extra_id_73> coordinating conjunction ; <extra_id_74> a <extra_id_75> determiner ; <extra_id_76> determination <extra_id_77> noun, singular or mass ; <extra_id_78> by <extra_id_79> preposition or subordinating conjunction ; <extra_id_80> industrial <extra_id_81> adjective ; <extra_id_82> nations <extra_id_83> noun, plural ; <extra_id_84> to <extra_id_85> to ; <extra_id_86> curb <extra_id_87> verb, base form ; <extra_id_88> inflation <extra_id_89> noun, singular or mass ; <extra_id_90> , <extra_id_91> comma ; <extra_id_92> dealers <extra_id_93> noun, plural ; <extra_id_94> say <extra_id_95> verb, non-3rd person singular present ; <extra_id_96> . <extra_id_97> period",non_absa,
