prompt,text,output
Extract all the Location entity in the text,are there any seafood restaurants close to hicksville ny,close to hicksville ny
Extract all the Location entity in the text,are there any seafood restaurants in montauk ny,montauk ny
Extract all the Location entity in the text,are there any seafood restaurants nearby,nearby
Extract all the Cuisine entity in the text,are there any seafood restaurants that have a smoking section,seafood
Extract all the Location entity in the text,are there any sonics along my route,along my route
Extract all the Amenity entity in the text,are there any special deals for yogis yogurt place,special deals
Extract all the Location entity in the text,are there any special location dining restaurants that serve lobster roll,dining
Extract all the Amenity entity in the text,are there any special occasion dining facilities serving tacos before 10 am,special occasion dining
Extract all the Amenity entity in the text,are there any specialties being offered at any nearby restaurants,NONE
Extract all the Location entity in the text,are there any starbucks around,around
