input,output,se_order,paradigm
"This place is incredibly tiny .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> tiny <extra_id_1> place,oa,extraction
"Again , I ' d be super upset if that were my employee .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative,as,extraction
"Thanks Bloom ' s for a lovely trip .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general ; <extra_id_2> positive <extra_id_3> restaurant general,sc,extraction
"Give it a try and enjoy .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"We ended our great experience by having Gulab Jamun ( dessert ) recommended by the waiter .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Gulab Jamun ( dessert ) <extra_id_1> positive,as,extraction
"The place is so cool and the service is prompt and curtious .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general ; <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> positive <extra_id_5> ambience general,sc,extraction
"It is nearly impossible to get a table , so if you ever have the chance to go here for dinner , DO NOT pass it up .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> DO NOT pass it up <extra_id_1> NULL,oa,extraction
"We ate out in the back patio , which is worth it as it ' s cool and the music is hear well there .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general ; <extra_id_2> positive <extra_id_3> ambience general ; <extra_id_4> positive <extra_id_5> ambience general,sc,extraction
"The pastas are incredible , the risottos ( particularly the sepia ) are fantastic and the braised rabbit is amazing .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> pastas <extra_id_1> positive ; <extra_id_2> risottos <extra_id_3> positive ; <extra_id_4> sepia <extra_id_5> positive ; <extra_id_6> braised rabbit <extra_id_7> positive,as,extraction
"The wine the service was very good too .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> wine <extra_id_1> positive ; <extra_id_2> service <extra_id_3> positive,as,extraction
"Watch the talented belly dancers as you enjoy delicious baba ganoush that ' s more lemony than smoky .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> enjoy delicious <extra_id_1> baba ganoush ; <extra_id_2> talented <extra_id_3> belly dancers,oa,extraction
"The food is tasty and portion sizes are appropriate .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> positive ; <extra_id_2> portion sizes <extra_id_3> positive,as,extraction
"The crust has a great bite and a good chew , the sauce is light with a nice acidity to it , the salt from the cheese is great , really heightens the flavor of all the other components .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> positive <extra_id_5> food quality ; <extra_id_6> positive <extra_id_7> food quality,sc,extraction
"The menu has so many fish items and oysters .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food style_options,sc,extraction
"I will go back to Suan soon !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"I have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> recommend <extra_id_1> lobster roll ; <extra_id_2> fresh <extra_id_3> lobster,oa,extraction
"You will find yourself returning quite often .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"The Prix Fixe menu is worth every penny and you get more than enough ( both in quantity AND quality ) .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food style_options ; <extra_id_4> positive <extra_id_5> food prices,sc,extraction
"I have NEVER been disappointed in the Red Eye .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Fabulous decor - makes you feel like you ' re in a trendy Manhattan restaurant , very very good food , cheaply - priced , generally friendly staff , and if you ' re a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . . very Soho / Village / Upper West Side minus the expensive prices and pretentious clientele . . . . . all on Roosevelt Avenue !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> decor <extra_id_1> positive ; <extra_id_2> food <extra_id_3> positive ; <extra_id_4> food <extra_id_5> positive ; <extra_id_6> staff <extra_id_7> positive ; <extra_id_8> Rice Avenue <extra_id_9> positive ; <extra_id_10> Rice Avenue <extra_id_11> positive ; <extra_id_12> Rice Avenue <extra_id_13> positive,as,extraction
"The veal was incredible last night .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"A weakness is the chicken in the salads .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> chicken in the salads <extra_id_1> negative,as,extraction
"I plan on stopping by next week as well .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"All in all , I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> restaurant <extra_id_1> positive ; <extra_id_2> restaurant <extra_id_3> positive ; <extra_id_4> staff <extra_id_5> negative,as,extraction
"Yes , the place is classy and beautiful , but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general ; <extra_id_2> positive <extra_id_3> ambience general ; <extra_id_4> negative <extra_id_5> restaurant prices,sc,extraction
"I ' ll be back for sure .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"As to my comment about the food , no apology or acknowledgment was made .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
"I highly recommend it .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"Pizza was a little soggy .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality,sc,extraction
"I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"Food was very good as well , considering that we tried the budget selection ( though I wish the pork belly that I ordered was roasted a bit longer , so that fat was more of a melt - in - your - mouth experience ) .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Food <extra_id_1> positive ; <extra_id_2> pork belly <extra_id_3> negative,as,extraction
"This place is not worth the prices .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> negative ; <extra_id_2> place <extra_id_3> negative,as,extraction
"Worth visiting the 1st Ave spot because it is the original store .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Worth visiting <extra_id_1> 1st Ave spot,oa,extraction
"I plan on stopping by next week as well .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Our server was very helpful and friendly .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> helpful <extra_id_1> server ; <extra_id_2> friendly <extra_id_3> server,oa,extraction
"service is friendly , and never had a problem walking in and getting a table .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> service <extra_id_1> positive,as,extraction
"A big disappointment , all around .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative,as,extraction
"I went to Areo on a Sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"I had the Lamb special which was perfect .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Lamb special <extra_id_1> positive,as,extraction
"I look forward to eating here again| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> look forward <extra_id_1> NULL,oa,extraction
"We were not dissappointed in the least bit by this little gem .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> not dissappointed in the least bit <extra_id_1> NULL,oa,extraction
"I ' m partial to the Gnocchi .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> partial <extra_id_1> Gnocchi,oa,extraction
"They were served warm and had a soft fluffy interior .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food quality,sc,extraction
"Planet Thai is great !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"I never write on these sites but this restaurant is def worth commending !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"I ' ve been there three times and have always had wonderful experiences .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> wonderful <extra_id_1> NULL,oa,extraction
"everyone was cheerfully cooperative and helpful .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> cheerfully cooperative <extra_id_1> NULL ; <extra_id_2> helpful <extra_id_3> NULL,oa,extraction
"great toppings definitely a place you need to check out for late night munchies or a mid day boost !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> restaurant miscellaneous,sc,extraction
"The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> beautiful <extra_id_1> restaurant,oa,extraction
"This place is great .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> place,oa,extraction
"I do n ' t appreciate places or people that try to drive up the bill without the patron ' s knowledge so that was a huge turnoff ( more than the price ) .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general ; <extra_id_2> negative <extra_id_3> restaurant prices,sc,extraction
"If you ' ve ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> the top of view the chart house has to offer <extra_id_1> view,oa,extraction
"I ordered the vitello alla marsala and I was pretty impressed .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> impressed <extra_id_1> vitello alla marsala,oa,extraction
"It ’ s just you and your date and an occasional cute ‘ excuse me ’ before the waiter opens the little curtain to your booth !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> cute <extra_id_1> waiter,oa,extraction
"I ' m not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much . . . and we ' re repeat customers .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Personally I like the margherita pizza better , but they are all good .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food quality,sc,extraction
"The food is authentic Italian - delicious !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food quality,sc,extraction
"Look , the appetizers were really good .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> good <extra_id_1> appetizers,oa,extraction
"THIS STAFF SHOULD BE FIRED .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> FIRED <extra_id_1> STAFF,oa,extraction
"delicious simple food in nice outdoor atmosphere .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food style_options ; <extra_id_4> positive <extra_id_5> ambience general,sc,extraction
"Lucky Strike is a great casual place to just grab a bite to eat .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"The sushi seemed pretty fresh and was adequately proportioned .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> fresh <extra_id_1> sushi ; <extra_id_2> proportioned <extra_id_3> sushi,oa,extraction
"The food is a diamond in rough - - the food is delicious and homemade with the perfect balance of herbs and tomatoes .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> diamond <extra_id_1> food ; <extra_id_2> perfect <extra_id_3> balance of herbs and tomatoes,oa,extraction
"The waitress was very patient with us and the food is phenomenal !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> patient <extra_id_1> waitress ; <extra_id_2> phenomenal <extra_id_3> food,oa,extraction
"Great sushi experience .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Great <extra_id_1> sushi,oa,extraction
"This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> restaurant <extra_id_1> positive,as,extraction
"Food awesome .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> awesome <extra_id_1> Food,oa,extraction
"Great bagels made the old - fashioned way .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Great <extra_id_1> bagels ; <extra_id_2> Great <extra_id_3> bagels,oa,extraction
