input,output,se_order,paradigm
Favorite Sushi in NYC,"( Sushi , food quality , Favorite , positive )",acos,extraction
Warning : You may find it difficult to dine at other Japanese restaurants after a visit to Mizu !,"( Mizu , restaurant general , difficult , positive )",acos,extraction
"the pad se ew chicken was delicious , however the pad thai was far too oily .","( pad se ew chicken , food quality , delicious , positive ) ; ( pad thai , food quality , oily , negative )",acos,extraction
It is very overpriced and not very tasty .,"( NULL , food quality , not very tasty , negative ) ; ( NULL , food prices , overpriced , negative )",acos,extraction
This is one of my favorite restaurants and it is not to be missed .,"( NULL , restaurant general , favorite , positive )",acos,extraction
This was a repeat visit and we ' ll definitely be back again .,"( NULL , restaurant general , be back again , positive )",acos,extraction
"Overall , decent food at a good price , with friendly people .","( food , food quality , decent , positive ) ; ( food , food prices , good , positive ) ; ( people , service general , friendly , positive )",acos,extraction
"however , it ' s the service that leaves a bad taste in my mouth .","( service , service general , bad taste , negative )",acos,extraction
"Try the Pad Thai , it ' s fabulous and their prices are so cheap !","( Pad Thai , food quality , Try , positive ) ; ( Pad Thai , food quality , fabulous , positive ) ; ( NULL , restaurant prices , cheap , positive )",acos,extraction
"With so many good restaurants on the UWS , I do n ' t need overpriced food , absurdly arrogant wait - staff who do n ' t recognize they work at a glorified diner , clumsy service , and management that does n ' t care .","( food , food prices , overpriced , negative ) ; ( wait - staff , service general , arrogant , negative ) ; ( service , service general , clumsy , negative ) ; ( management , service general , does n ' t care , negative )",acos,extraction
would NOT go back .,"( NULL , restaurant general , NOT go back , negative )",acos,extraction
"The service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night .","( service , service general , leaves much to be desired , negative )",acos,extraction
We wo n ' t go to this place again for a good meal .,"( meal , food quality , good , negative )",acos,extraction
You will not be disapointed at all .,"( NULL , restaurant general , will not be disapointed , positive )",acos,extraction
Salads are a delicious way to begin the meal .,"( Salads , food quality , delicious , positive )",acos,extraction
I pray it stays open forever .,"( NULL , restaurant general , stays open forever , positive )",acos,extraction
Go there to relax and feel like your somewhere else .,"( NULL , ambience general , relax , positive )",acos,extraction
"Volare virgins or weekly regulars , everyone gets treated the same and you ca n ' t ask for more than that when the service is this friendly .","( service , service general , friendly , positive )",acos,extraction
I also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,"( rice dishes , food quality , recommend , positive ) ; ( congee ( rice porridge ) , food quality , recommend , positive )",acos,extraction
Will absolutely visit again .,"( NULL , restaurant general , visit again , positive )",acos,extraction
It ' s somewhere you can eat and be happy .,"( NULL , restaurant general , happy , positive )",acos,extraction
More Williamsburg Garbage,"( NULL , restaurant general , Garbage , negative )",acos,extraction
"They have it all - - great price , food , and service .","( NULL , restaurant prices , great , positive ) ; ( food , food quality , great , positive ) ; ( service , service general , great , positive )",acos,extraction
Truly the mark of an attentive waiter .,"( waiter , service general , attentive , positive )",acos,extraction
Great Hot Dogs !,"( Hot Dogs , food quality , Great , positive )",acos,extraction
This place has got to be the best japanese restaurant in the new york area .,"( place , restaurant general , best , positive )",acos,extraction
"The rest of the dim sum , though pricey by Chinatown standards , is worth it .","( dim sum , food prices , pricey , negative ) ; ( dim sum , food quality , worth , positive )",acos,extraction
Service was also horrible and the ambience is not that great .,"( Service , service general , horrible , negative ) ; ( ambience , ambience general , not that great , negative )",acos,extraction
Beef noodle soup is good as well .,"( Beef noodle soup , food quality , good , positive )",acos,extraction
Tasty Dog !,"( Dog , food quality , Tasty , positive )",acos,extraction
Guaranteed to be a tasty experience ! ),"( NULL , drinks quality , tasty , positive )",acos,extraction
One of the BEST,"( NULL , restaurant general , BEST , positive )",acos,extraction
"A big disappointment , all around .","( NULL , restaurant general , disappointment , negative )",acos,extraction
Simply some good tasting Chinese food at incredible prices . . .,"( Chinese food , food quality , good tasting , positive ) ; ( Chinese food , food prices , good tasting , positive )",acos,extraction
The place is small and cramped but the food is fantastic .,"( place , ambience general , small , negative ) ; ( place , ambience general , cramped , negative ) ; ( food , food quality , fantastic , positive )",acos,extraction
The place was quiet and delightful .,"( place , ambience general , quiet , positive ) ; ( place , ambience general , delightful , positive )",acos,extraction
"While finishing our meals which included a high - end bottle of wine , our son ' s fiance joined us for a glass of wine and dessert .","( bottle of wine , drinks quality , high - end , positive )",acos,extraction
The location is perfect .,"( location , location general , perfect , positive )",acos,extraction
All the staff is absolutely professional ! !,"( staff , service general , professional , positive )",acos,extraction
Decent wine at reasonable prices .,"( wine , drinks quality , Decent , positive ) ; ( wine , drinks prices , reasonable , positive )",acos,extraction
