text_a,text_b,label
"Lebih lanjut , bencana alam juga merusak 60 bangunan kantor dan 50 jembatan penyeberangan . Badan Reserse Kriminal ( Bareskrim ) Polri menyita tanah yang akan dibangun menjadi rumah mewah milik tersangka kasus penipuan investasi Binomo Indra Kesuma alias Indra Kenz di kawasan Alam Sutera , Tangerang pada Jumat ( 18 / 3 ) .",bencana alam-merusak 60 bangunan kantor dan 50 jembatan penyeberangan,1
"Menurut nya , Indra Kenz masih menutupi aset-aset yang dimiliki nya kepada penyidik hingga saat ini .",indra kenz-masih menutupi aset-aset,1
"Selama proses pelacakan aset , polisi menyatakan bakal menyita total Rp 57,2 miliar aset milik Indra .",indra-menyita,1
"Syifa , pedagang cendera mata mengatakan diri nya khawatir jika Ibu Kota sudah pindah , maka akan ada demonstrasi dan kemacetan di daerah nya .",pedagang cendera mata-khawatir,1
Namun begitu ia tak memungkiri pindah nya IKN ke Kaltim bisa mendongkrak wisata di daerah nya .,pindah nya ikn-bisa mendongkrak wisata,1
""" Karena ini udah mulai panas hari ini berharap penghijauan lebih keren . Karena hutan gundul semua , berharap lebih dihijaukan kembali , "" sambung Yanto .",hutan-gundul semua,1
"Ritual itu dilakukan dengan membawa tanah dan air dari seluruh provinsi . Presiden Joko Widodo ( Jokowi ) mengungkapkan bahwa Kota Pagaralam , Sumatera Selatan , akan menjadi kota pertama di Indonesia yang menggunakan energi hijau sebagai sumber energi utama dalam kegiatan masyarakat nya .",kota pagaralam-akan menjadi kota pertama di indonesia yang menggunakan energi hijau,1
Jokowi optimistis Pagar Alam akan menjadi kota yang dapat dicontoh oleh seluruh daerah di Indonesia dalam bidang energi baru dan terbarukan ( EBT ) .,jokowi-optimistis,1
""" Sebuah brand baru enegi hijau nya . Saya yakin , insyaallah seluruh Tanah Air akan melihat ke Kota Pagar Alam , dimana keindahan alam hijau , energi nya juga EBT , orang akan merasakan betapa yang nama nya tanpa polusi itu didambakan , "" jelas nya .",kota pagar-keindahan alam hijau,1
""" Kami membelokkan LNG yang seharusnya itu berkontrak di luar ( negeri ) , kami tarik ke dalam ( negeri ) , kemudian ini sudah bisa diamankan , "" kata dalam rapat kerja bersama Komisi VII DPR RI dikutip dari Antara , Kamis ( 13 / 1 ) .",lng-sudah bisa diamankan,1
PT Pertamina ( Persero ) dan BP Tangguh berkomitmen untuk memasok 5 kargo gas alam cair untuk pembangkit listrik milik PLN .,pt pertamina ( persero )-tangguh berkomitmen,1
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak,1
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak berat,0
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak sedang,0
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak ringan,0
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak,0
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak berat,1
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak sedang,0
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak ringan,0
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak,0
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak berat,0
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak sedang,1
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak ringan,0
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak,0
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak berat,0
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak sedang,0
"Selain itu , sebanyak 528 rumah rusak , terdiri dari 46 rumah rusak berat , 72 rumah rusak sedang , dan 410 rumah rusak ringan .",rumah-rusak ringan,1
"Termasuk juga tiga fasilitas pendidikan rusak , enam tempat peribadatan rusak , dan satu fasilitas kesehatan rusak .",fasilitas kesehatan-rusak,1
"Termasuk juga tiga fasilitas pendidikan rusak , enam tempat peribadatan rusak , dan satu fasilitas kesehatan rusak .",fasilitas kesehatan-rusak,0
"Termasuk juga tiga fasilitas pendidikan rusak , enam tempat peribadatan rusak , dan satu fasilitas kesehatan rusak .",fasilitas kesehatan-rusak,0
"Termasuk juga tiga fasilitas pendidikan rusak , enam tempat peribadatan rusak , dan satu fasilitas kesehatan rusak .",fasilitas pendidikan-rusak,0
"Termasuk juga tiga fasilitas pendidikan rusak , enam tempat peribadatan rusak , dan satu fasilitas kesehatan rusak .",fasilitas pendidikan-rusak,1
"Termasuk juga tiga fasilitas pendidikan rusak , enam tempat peribadatan rusak , dan satu fasilitas kesehatan rusak .",fasilitas pendidikan-rusak,0
"Termasuk juga tiga fasilitas pendidikan rusak , enam tempat peribadatan rusak , dan satu fasilitas kesehatan rusak .",tempat peribadatan-rusak,0
"Termasuk juga tiga fasilitas pendidikan rusak , enam tempat peribadatan rusak , dan satu fasilitas kesehatan rusak .",tempat peribadatan-rusak,0
"Termasuk juga tiga fasilitas pendidikan rusak , enam tempat peribadatan rusak , dan satu fasilitas kesehatan rusak .",tempat peribadatan-rusak,1
Kunjungan itu dikritik sebagian pihak lantaran mengabaikan seruan Presiden Jokowi untuk tak keluar negeri saat varian Omicron merebak dan imbauan Ketua DPR Puan Maharani agar tak menggelar kunker ke negara lain .,kunjungan-dikritik sebagian pihak,1
Kunjungan itu dikritik sebagian pihak lantaran mengabaikan seruan Presiden Jokowi untuk tak keluar negeri saat varian Omicron merebak dan imbauan Ketua DPR Puan Maharani agar tak menggelar kunker ke negara lain .,kunjungan-mengabaikan seruan presiden jokowi,1
RUU gagasan Presiden Joko Widodo itu mendapat dukungan dari 8 fraksi dalam pembahasan .,ruu gagasan presiden joko widodo-mendapat dukungan dari 8 fraksi,1
Kunjungan luar negeri tersebut sempat menuai kritik sebab dilakukan tepat saat Jokowi meminta seluruh masyarakat dan pejabat negara tak bepergian keluar negeri demi menghindari sebaran Covid - 19 varian Omicron .,kunjungan luar negeri-menuai kritik,1
""" Secara fisik pembangunan Ibu Kota Negara di Kalimantan Timur harus menjadi momentum untuk membangun sebuah kota yang sehat , efisien , produktif , "" ujar Jokowi dalam sambutan nya di Dies Natalis Universitas Katolik Parahyangan , Senin ( 17 / 1 ) . Singapura melonggarkan peraturan terkait kunjungan wisata .",singapura-melonggarkan peraturan,1
Perdana Menteri Singapura Lee Hsien Loong mengumumkan keputusan ini diambil dengan pertimbangan kasus Omicron yang melandai .,kasus omicron-melandai,1
""" Kami akan secara drastis menyederhanakan persyaratan tes dan karantina buat pelancong . Vaccination Travel Framework yang disederhanakan ini akan membuat perjalanan ke Singapura lebih mudah , hampir seperti kondisi sebelum pandemi , "" kata Lee dalam pidato nya seperti dikutip The Straits Time .",vaccination travel framework-disederhanakan,1
""" Kami akan secara drastis menyederhanakan persyaratan tes dan karantina buat pelancong . Vaccination Travel Framework yang disederhanakan ini akan membuat perjalanan ke Singapura lebih mudah , hampir seperti kondisi sebelum pandemi , "" kata Lee dalam pidato nya seperti dikutip The Straits Time .",vaccination travel framework-secara drastis menyederhanakan persyaratan tes dan karantina,0
""" Kami akan secara drastis menyederhanakan persyaratan tes dan karantina buat pelancong . Vaccination Travel Framework yang disederhanakan ini akan membuat perjalanan ke Singapura lebih mudah , hampir seperti kondisi sebelum pandemi , "" kata Lee dalam pidato nya seperti dikutip The Straits Time .",singapura-disederhanakan,0
""" Kami akan secara drastis menyederhanakan persyaratan tes dan karantina buat pelancong . Vaccination Travel Framework yang disederhanakan ini akan membuat perjalanan ke Singapura lebih mudah , hampir seperti kondisi sebelum pandemi , "" kata Lee dalam pidato nya seperti dikutip The Straits Time .",singapura-secara drastis menyederhanakan persyaratan tes dan karantina,1
"Sementara menilik peluncuran VTL di November 2021 lalu , Firhan melihat minat kunjungan yang begitu besar meski banyak pembatasan .",minat kunjungan-begitu besar,1
"Sementara menilik peluncuran VTL di November 2021 lalu , Firhan melihat minat kunjungan yang begitu besar meski banyak pembatasan .",minat kunjungan-banyak pembatasan,1
"Namun , dengan semakin meluas nya cakupan vaksinasi dan membaik nya penanganan pandemi kini masyarakat kembali bisa berwisata ke berbagai daerah , salah satu nya di destinasi favorit Bali .",cakupan vaksinasi-semakin meluas,1
"Namun , dengan semakin meluas nya cakupan vaksinasi dan membaik nya penanganan pandemi kini masyarakat kembali bisa berwisata ke berbagai daerah , salah satu nya di destinasi favorit Bali .",cakupan vaksinasi-membaik,0
"Namun , dengan semakin meluas nya cakupan vaksinasi dan membaik nya penanganan pandemi kini masyarakat kembali bisa berwisata ke berbagai daerah , salah satu nya di destinasi favorit Bali .",penanganan pandemi-semakin meluas,0
"Namun , dengan semakin meluas nya cakupan vaksinasi dan membaik nya penanganan pandemi kini masyarakat kembali bisa berwisata ke berbagai daerah , salah satu nya di destinasi favorit Bali .",penanganan pandemi-membaik,1
"Tak perlu khawatir lagi , beragam vila murah di Bali dapat Anda temukan dengan mudah dengan berbagai pilihan lokasi hingga fasilitas yang ditawarkan .",vila murah-dapat anda temukan dengan mudah,1
"Tak hanya itu , fasilitas dan pelayanan Kaamala Resort Ubud akan membuat para pengunjung merasakan pengalaman menginap bernilai tinggi .",kaamala resort ubud-bernilai tinggi,1
Anda bisa menikmati fasilitas private pool hingga infinity pool dengan pemandangan alam hamparan hijau dan langit biru yang berpadu dengan luar biasa .,pemandangan alam-berpadu dengan luar biasa,1
"Resor satu ini sangat direkomendasikan untuk Anda yang membutuhkan suasana tenang , demi sejenak menikmati waktu bersama diri sendiri maupun orang yang terkasih .",resor-sangat direkomendasikan,1
"Daun Lebar Villas Unik seperti nama nya , vila dalam Daun Lebar Villas ini memiliki desain atap yang dibentuk seperti daun yang lebar .",daun lebar villas-unik,1
"Pilihan kamar di vila ini tampak sangat cantik dan nyaman dengan paduan pilihan warna putih , aksen kayu , dan warna-warna bumi yang menenangkan .",kamar-sangat cantik,1
"Pilihan kamar di vila ini tampak sangat cantik dan nyaman dengan paduan pilihan warna putih , aksen kayu , dan warna-warna bumi yang menenangkan .",kamar-nyaman,1
"Pilihan kamar di vila ini tampak sangat cantik dan nyaman dengan paduan pilihan warna putih , aksen kayu , dan warna-warna bumi yang menenangkan .",kamar-warna-warna bumi yang menenangkan,1
"Vila yang terletak di daerah Payangan Ubud ini juga telah memiliki sertifikasi CHSE ( Cleanliness , Health , Safety , and Environment ) yang menandakan protokol kebersihan nya sudah sesuai dengan anjuran dari Kemenparekraf .",protokol kebersihan-sudah sesuai,1
"Pasti nya , penginapan yang satu ini bakal cocok untuk pasangan yang sedang honeymoon maupun Anda yang ingin menikmati quality time dengan diri sendiri .",penginapan-cocok untuk pasangan yang sedang honeymoon,1
"Nunamkhalu Private Villas & Spa Bergeser ke daerah Ku tuh , Nusa Dua , Anda dapat menemukan Nunamkhalu Private Villas & Spa yang digemari berkat layanan yang ramah dan fasilitas kamar yang bersih terjaga .",nunamkhalu private villas & spa-digemari,1
"Nunamkhalu Private Villas & Spa Bergeser ke daerah Ku tuh , Nusa Dua , Anda dapat menemukan Nunamkhalu Private Villas & Spa yang digemari berkat layanan yang ramah dan fasilitas kamar yang bersih terjaga .",nunamkhalu private villas & spa-layanan yang ramah,1
"Nunamkhalu Private Villas & Spa Bergeser ke daerah Ku tuh , Nusa Dua , Anda dapat menemukan Nunamkhalu Private Villas & Spa yang digemari berkat layanan yang ramah dan fasilitas kamar yang bersih terjaga .",nunamkhalu private villas & spa-fasilitas kamar yang bersih terjaga,1
Kamar nya luas dengan kolam renang pribadi yang langsung berada di luar kamar .,kamar-luas,1
"Berry Amour Romantic Villas Vila yang satu ini dibanjiri ulasan positif karena berhasil menjaga kualitas kebersihan kamar , fasilitas , serta pelayanan yang ramah dan cekatan .",berry amour romantic villas vila-dibanjiri ulasan positif,1
"Berry Amour Romantic Villas Vila yang satu ini dibanjiri ulasan positif karena berhasil menjaga kualitas kebersihan kamar , fasilitas , serta pelayanan yang ramah dan cekatan .",berry amour romantic villas vila-berhasil menjaga kualitas kebersihan kamar,1
"Berry Amour Romantic Villas Vila yang satu ini dibanjiri ulasan positif karena berhasil menjaga kualitas kebersihan kamar , fasilitas , serta pelayanan yang ramah dan cekatan .",berry amour romantic villas vila-pelayanan yang ramah dan cekatan,1
"Sehingga , Berry Amour Romantic Villas menjadi salah satu vila yang banyak direkomendasikan oleh para pengunjung .",berry amour romantic villas-banyak direkomendasikan,1
"Selain itu , vila ini juga memiliki beragam layanan untuk pasangan yang dapat memberikan pengalaman menginap romantis berbeda dari penginapan lainnya .",vila-memiliki beragam layanan,1
"Selain itu , vila ini juga memiliki beragam layanan untuk pasangan yang dapat memberikan pengalaman menginap romantis berbeda dari penginapan lainnya .",vila-dapat memberikan pengalaman menginap romantis,1
"Terletak di daerah Kerobokan Seminyak , Berry Amour Romantic Villas tak jauh dari beberapa pusat keramaian .",berry amour romantic villas-tak jauh dari beberapa pusat keramaian,1
Nusa Dua Bayview Nusa Dua Bayview yang juga terletak di daerah Nusa Dua Bali ini memiliki beberapa pilihan vila berbentuk rumah dengan variasi jumlah kamar tidur yang bisa disesuaikan dengan kebutuhan Anda .,nusa dua bayview-bisa disesuaikan dengan kebutuhan anda,1
Semua pilihan vila nya sudah dilengkapi dengan private pool yang bisa Anda gunakan selama menginap di Nusa Dua Bayview .,vila-sudah dilengkapi dengan private pool,1
Pembalap Sic58 Squadra Corse itu tetap tenang meski sang monyet berusaha menggigit nya .,pembalap sic58 squadra corse-tetap tenang,1
Pembalap Sic58 Squadra Corse itu tetap tenang meski sang monyet berusaha menggigit nya .,pembalap sic58 squadra corse-monyet berusaha menggigit,1
""" Memiliki teman baru , tapi saya pikir dia tidak menyukai saya , "" tulis Rossi melalui Instagram .",rossi-tidak menyukai,1
"Bukan hanya Rossi , pembalap KTM di kelas Moto3 Jaume Masia juga terlihat senang bermain dengan monyet di Mandalika .",jaume masia-terlihat senang,1
""" IHSG diprediksi menguat . Pergerakan masih akan dibayangi oleh ketegangan perang antara Rusia - Ukraina . Di sisi lain , kenaikan harga komoditas masih akan mendongkrak penguatan pasar saham , "" kata Dennies seperti dikutip dari riset harian nya .",ihsg-diprediksi menguat,1
"Di sisi lain , Direktur Indosurya Bersinar Sekuritas William Surya Wijaya menyebut selain sentimen itu , IHSG masih mendapat topangan dari rilis data inflasi yang diperkirakan masih berada pada posisi stabil dan terkendali .",ihsg-masih mendapat topangan,1
"Di sisi lain , Direktur Indosurya Bersinar Sekuritas William Surya Wijaya menyebut selain sentimen itu , IHSG masih mendapat topangan dari rilis data inflasi yang diperkirakan masih berada pada posisi stabil dan terkendali .",ihsg-stabil,0
"Di sisi lain , Direktur Indosurya Bersinar Sekuritas William Surya Wijaya menyebut selain sentimen itu , IHSG masih mendapat topangan dari rilis data inflasi yang diperkirakan masih berada pada posisi stabil dan terkendali .",ihsg-terkendali,0
"Di sisi lain , Direktur Indosurya Bersinar Sekuritas William Surya Wijaya menyebut selain sentimen itu , IHSG masih mendapat topangan dari rilis data inflasi yang diperkirakan masih berada pada posisi stabil dan terkendali .",inflasi-masih mendapat topangan,0
"Di sisi lain , Direktur Indosurya Bersinar Sekuritas William Surya Wijaya menyebut selain sentimen itu , IHSG masih mendapat topangan dari rilis data inflasi yang diperkirakan masih berada pada posisi stabil dan terkendali .",inflasi-stabil,1
"Di sisi lain , Direktur Indosurya Bersinar Sekuritas William Surya Wijaya menyebut selain sentimen itu , IHSG masih mendapat topangan dari rilis data inflasi yang diperkirakan masih berada pada posisi stabil dan terkendali .",inflasi-terkendali,1
""" Potensi penguatan masih terlihat namun belum menunjukkan pola kenaikan secara signifikan , jelang rilis data perekonomian tentang inflasi yang disinyalir masih akan berada dalam kondisi stabil dan terkendali , "" tulis William dalam riset nya .",potensi penguatan-masih terlihat,1
""" Potensi penguatan masih terlihat namun belum menunjukkan pola kenaikan secara signifikan , jelang rilis data perekonomian tentang inflasi yang disinyalir masih akan berada dalam kondisi stabil dan terkendali , "" tulis William dalam riset nya .",potensi penguatan-belum menunjukkan pola kenaikan secara signifikan,1
""" Potensi penguatan masih terlihat namun belum menunjukkan pola kenaikan secara signifikan , jelang rilis data perekonomian tentang inflasi yang disinyalir masih akan berada dalam kondisi stabil dan terkendali , "" tulis William dalam riset nya .",potensi penguatan-stabil,0
""" Potensi penguatan masih terlihat namun belum menunjukkan pola kenaikan secara signifikan , jelang rilis data perekonomian tentang inflasi yang disinyalir masih akan berada dalam kondisi stabil dan terkendali , "" tulis William dalam riset nya .",potensi penguatan-terkendali,0
""" Potensi penguatan masih terlihat namun belum menunjukkan pola kenaikan secara signifikan , jelang rilis data perekonomian tentang inflasi yang disinyalir masih akan berada dalam kondisi stabil dan terkendali , "" tulis William dalam riset nya .",inflasi-masih terlihat,0
""" Potensi penguatan masih terlihat namun belum menunjukkan pola kenaikan secara signifikan , jelang rilis data perekonomian tentang inflasi yang disinyalir masih akan berada dalam kondisi stabil dan terkendali , "" tulis William dalam riset nya .",inflasi-belum menunjukkan pola kenaikan secara signifikan,0
""" Potensi penguatan masih terlihat namun belum menunjukkan pola kenaikan secara signifikan , jelang rilis data perekonomian tentang inflasi yang disinyalir masih akan berada dalam kondisi stabil dan terkendali , "" tulis William dalam riset nya .",inflasi-stabil,1
""" Potensi penguatan masih terlihat namun belum menunjukkan pola kenaikan secara signifikan , jelang rilis data perekonomian tentang inflasi yang disinyalir masih akan berada dalam kondisi stabil dan terkendali , "" tulis William dalam riset nya .",inflasi-terkendali,1
"IHSG ditutup melemah 70,351 poin atau turun 1,03 persen ke level 6.888 pada perdagangan sebelumnya , yakni Jumat ( 25 / 2 ) .",ihsg-melemah,1
"IHSG ditutup melemah 70,351 poin atau turun 1,03 persen ke level 6.888 pada perdagangan sebelumnya , yakni Jumat ( 25 / 2 ) .",ihsg-turun,1
"Jakarta , CNBC Indonesia , Indonesia dianugerahi berbagai jenis sumber daya alam ( SDA ) , termasuk komoditas energi yang bisa dikatakan cukup melimpah .",indonesia-dianugerahi berbagai jenis sumber daya alam ( sda ),1
"Jakarta , CNBC Indonesia , Indonesia dianugerahi berbagai jenis sumber daya alam ( SDA ) , termasuk komoditas energi yang bisa dikatakan cukup melimpah .",indonesia-cukup melimpah,0
"Jakarta , CNBC Indonesia , Indonesia dianugerahi berbagai jenis sumber daya alam ( SDA ) , termasuk komoditas energi yang bisa dikatakan cukup melimpah .",komoditas energi-dianugerahi berbagai jenis sumber daya alam ( sda ),0
"Jakarta , CNBC Indonesia , Indonesia dianugerahi berbagai jenis sumber daya alam ( SDA ) , termasuk komoditas energi yang bisa dikatakan cukup melimpah .",komoditas energi-cukup melimpah,1
"Namun sayang nya , pemanfaatan nya masih minim , bahkan malah lebih memilih sumber energi dari impor ketimbang memberdayakan yang ada di bumi Pertiwi .",pemanfaatan-masih minim,1
"Namun sayang nya , pemanfaatan nya masih minim , bahkan malah lebih memilih sumber energi dari impor ketimbang memberdayakan yang ada di bumi Pertiwi .",pemanfaatan-lebih memilih sumber energi dari impor ketimbang memberdayakan,0
"Namun sayang nya , pemanfaatan nya masih minim , bahkan malah lebih memilih sumber energi dari impor ketimbang memberdayakan yang ada di bumi Pertiwi .",bumi pertiwi-masih minim,0
"Namun sayang nya , pemanfaatan nya masih minim , bahkan malah lebih memilih sumber energi dari impor ketimbang memberdayakan yang ada di bumi Pertiwi .",bumi pertiwi-lebih memilih sumber energi dari impor ketimbang memberdayakan,1
"Kecanduan Indonesia terhadap impor Liquefied Petroleum Gas ( LPG ) misalnya , selama satu dekade terakhir ini terus menanjak .",impor liquefied petroleum gas ( lpg )-terus menanjak,1
"Di sisi lain , Indonesia kaya akan sumber daya gas alam yang bisa dimanfaatkan sebagai pengganti LPG .",indonesia-kaya akan sumber daya gas alam,1
"Dengan asumsi produksi gas sebesar 6.000 juta standar kaki kubik per hari ( MMSCFD ) , maka cadangan terbukti gas ini masih cukup untuk sekitar 19,6 tahun ke depan .",gas-masih cukup,1
"Kepala SKK Migas Dwi Soetjipto mengatakan , pihak nya optimistis potensi migas di Indonesia masih cukup besar bila cekungan hidrokarbon tersebut bisa terus dieksplorasi dan dieksploitasi .",potensi migas di indonesia-masih cukup besar,1
"Proyek strategis karena selain besar nya investasi yang dikeluarkan investor , proyek ini juga didominasi oleh produksi gas yang sangat bermanfaat untuk kebutuhan dalam negeri , bukan hanya untuk ekspor .",produksi gas-sangat bermanfaat untuk kebutuhan dalam negeri,1
"Proyek ini ditargetkan bisa beroperasi pada kuartal II 2027 . Jakarta , CNBC Indonesia , Indonesia menyimpan ' harta karun ' berupa gas alam yang cukup besar , tapi sayang pemanfaatan nya di dalam negeri belum optimal .",indonesia-menyimpan ' harta karun,1
"Proyek ini ditargetkan bisa beroperasi pada kuartal II 2027 . Jakarta , CNBC Indonesia , Indonesia menyimpan ' harta karun ' berupa gas alam yang cukup besar , tapi sayang pemanfaatan nya di dalam negeri belum optimal .",indonesia-cukup besar,0
"Proyek ini ditargetkan bisa beroperasi pada kuartal II 2027 . Jakarta , CNBC Indonesia , Indonesia menyimpan ' harta karun ' berupa gas alam yang cukup besar , tapi sayang pemanfaatan nya di dalam negeri belum optimal .",indonesia-belum optimal,0
"Proyek ini ditargetkan bisa beroperasi pada kuartal II 2027 . Jakarta , CNBC Indonesia , Indonesia menyimpan ' harta karun ' berupa gas alam yang cukup besar , tapi sayang pemanfaatan nya di dalam negeri belum optimal .",gas alam-menyimpan ' harta karun,0
"Proyek ini ditargetkan bisa beroperasi pada kuartal II 2027 . Jakarta , CNBC Indonesia , Indonesia menyimpan ' harta karun ' berupa gas alam yang cukup besar , tapi sayang pemanfaatan nya di dalam negeri belum optimal .",gas alam-cukup besar,1
"Proyek ini ditargetkan bisa beroperasi pada kuartal II 2027 . Jakarta , CNBC Indonesia , Indonesia menyimpan ' harta karun ' berupa gas alam yang cukup besar , tapi sayang pemanfaatan nya di dalam negeri belum optimal .",gas alam-belum optimal,0
"Proyek ini ditargetkan bisa beroperasi pada kuartal II 2027 . Jakarta , CNBC Indonesia , Indonesia menyimpan ' harta karun ' berupa gas alam yang cukup besar , tapi sayang pemanfaatan nya di dalam negeri belum optimal .",pemanfaatan-menyimpan ' harta karun,0
"Proyek ini ditargetkan bisa beroperasi pada kuartal II 2027 . Jakarta , CNBC Indonesia , Indonesia menyimpan ' harta karun ' berupa gas alam yang cukup besar , tapi sayang pemanfaatan nya di dalam negeri belum optimal .",pemanfaatan-cukup besar,0
"Proyek ini ditargetkan bisa beroperasi pada kuartal II 2027 . Jakarta , CNBC Indonesia , Indonesia menyimpan ' harta karun ' berupa gas alam yang cukup besar , tapi sayang pemanfaatan nya di dalam negeri belum optimal .",pemanfaatan-belum optimal,1
"Impor LPG RI bisa dikatakan semakin parah , terutama dalam enam tahun terakhir ini , seiring dengan terus meningkat nya kebutuhan masyarakat , namun tak diimbangi dengan peningkatan produksi dari kilang di dalam negeri .",impor lpg ri-semakin parah,1
"Impor LPG RI bisa dikatakan semakin parah , terutama dalam enam tahun terakhir ini , seiring dengan terus meningkat nya kebutuhan masyarakat , namun tak diimbangi dengan peningkatan produksi dari kilang di dalam negeri .",impor lpg ri-tak diimbangi dengan peningkatan produksi dari kilang di dalam negeri,1
"Jumlah impor ini terus meningkat hingga pada akhir 2020 tercatat mencapai 6,4 juta ton atau sekitar 80 % dari total kebutuhan 8,02 juta ton .",jumlah impor-terus meningkat,1
"Dengan asumsi produksi gas sebesar 6.000 juta standar kaki kubik per hari ( MMSCFD ) , maka cadangan terbukti gas ini masih cukup untuk sekitar 19,6 tahun ke depan .",gas-masih cukup,1
"Kepala SKK Migas Dwi Soetjipto mengatakan , pihak nya optimistis potensi migas di Indonesia masih cukup besar bila cekungan hidrokarbon tersebut bisa terus dieksplorasi dan dieksploitasi .",potensi migas di indonesia-masih cukup besar,1
"Dengan demikian , jumlah cadangan minyak maupun gas di Tanah Air akan semakin meningkat .",jumlah cadangan minyak maupun gas di tanah air-akan semakin meningkat,1
"Namun sayang nya , dari sisi pemanfaatan gas alam di dalam negeri bisa dikatakan belum optimal .",pemanfaatan gas alam di dalam negeri-belum optimal,1
Masih minim nya pemanfaatan gas alam di dalam negeri bisa dipicu salah satu nya karena masih minim nya infrastruktur pipa gas untuk menyalurkan gas alam ke masyarakat .,pemanfaatan gas alam di dalam negeri-masih minim,1
Masih minim nya pemanfaatan gas alam di dalam negeri bisa dipicu salah satu nya karena masih minim nya infrastruktur pipa gas untuk menyalurkan gas alam ke masyarakat .,pemanfaatan gas alam di dalam negeri-masih minim,0
Masih minim nya pemanfaatan gas alam di dalam negeri bisa dipicu salah satu nya karena masih minim nya infrastruktur pipa gas untuk menyalurkan gas alam ke masyarakat .,infrastruktur pipa gas-masih minim,0
Masih minim nya pemanfaatan gas alam di dalam negeri bisa dipicu salah satu nya karena masih minim nya infrastruktur pipa gas untuk menyalurkan gas alam ke masyarakat .,infrastruktur pipa gas-masih minim,1
Tentunya jumlah ini masih sangat minim dan belum semua provinsi teraliri gas pipa .,jumlah-masih sangat minim,1
Tentunya jumlah ini masih sangat minim dan belum semua provinsi teraliri gas pipa .,jumlah-belum semua provinsi teraliri,0
Tentunya jumlah ini masih sangat minim dan belum semua provinsi teraliri gas pipa .,gas pipa-masih sangat minim,0
Tentunya jumlah ini masih sangat minim dan belum semua provinsi teraliri gas pipa .,gas pipa-belum semua provinsi teraliri,1
""" Saya rasa kita negara penghasil sumber daya alam dan komposisi cukup aman . Banyak negara yang tidak punya sumber daya alam [ tapi ] tidak mengalami krisis energi , arti nya harus ada yang diperbaiki , "" kata Erick di kantor Kementerian BUMN , Kamis ( 6 / 1 / 2022 ) .",komposisi-cukup aman,1
Rapat ini untuk membahas pemenuhan batu bara untuk PLN jika terjadi kondisi seperti La Nina yang berdampak pada produksi yang turun dan pengiriman yang terhambat .,produksi-turun,1
Rapat ini untuk membahas pemenuhan batu bara untuk PLN jika terjadi kondisi seperti La Nina yang berdampak pada produksi yang turun dan pengiriman yang terhambat .,produksi-terhambat,0
Rapat ini untuk membahas pemenuhan batu bara untuk PLN jika terjadi kondisi seperti La Nina yang berdampak pada produksi yang turun dan pengiriman yang terhambat .,pengiriman-turun,0
Rapat ini untuk membahas pemenuhan batu bara untuk PLN jika terjadi kondisi seperti La Nina yang berdampak pada produksi yang turun dan pengiriman yang terhambat .,pengiriman-terhambat,1
"Namun , nyata nya saat ini masalah tersebut kembali terjadi sehingga dia menekankan bahwa hal tersebut perlu untuk dilakukan perbaikan .",masalah-kembali terjadi,1
